,Destino,Origen,topic,author,undirected_edge,frequency,weight
338745,chamba,terruco,topico 1,freep2018,chamba-terruco,1050,1050
330289,terruco,chamba,topico 1,francoleonjorge,chamba-terruco,1050,1050
324147,chamba,terruco,topico 1,LoboSol67716855,chamba-terruco,1050,1050
324148,terruco,chamba,topico 1,LoboSol67716855,chamba-terruco,1050,1050
335891,terruco,chamba,topico 1,percy38440631,chamba-terruco,1050,1050
324265,terruco,chamba,topico 1,capp0710,chamba-terruco,1050,1050
330288,chamba,terruco,topico 1,francoleonjorge,chamba-terruco,1050,1050
323051,terruco,chamba,topico 1,solisb_angel,chamba-terruco,1050,1050
318268,terruco,chamba,topico 1,marcoan35599164,chamba-terruco,1050,1050
318267,chamba,terruco,topico 1,marcoan35599164,chamba-terruco,1050,1050
327993,terruco,chamba,topico 1,HenrytorHt,chamba-terruco,1050,1050
327992,chamba,terruco,topico 1,HenrytorHt,chamba-terruco,1050,1050
338959,chamba,terruco,topico 1,ygamonal6,chamba-terruco,1050,1050
324264,chamba,terruco,topico 1,capp0710,chamba-terruco,1050,1050
335938,terruco,chamba,topico 1,DerechoyJustic4,chamba-terruco,1050,1050
336064,chamba,terruco,topico 1,Henry_Crespin,chamba-terruco,1050,1050
336156,chamba,terruco,topico 1,quimicoliberal,chamba-terruco,1050,1050
329510,terruco,chamba,topico 1,Christ_ValdezG,chamba-terruco,1050,1050
335028,chamba,terruco,topico 1,CeciVelizC,chamba-terruco,1050,1050
335029,terruco,chamba,topico 1,CeciVelizC,chamba-terruco,1050,1050
336065,terruco,chamba,topico 1,Henry_Crespin,chamba-terruco,1050,1050
324510,chamba,terruco,topico 1,OchoapDiana,chamba-terruco,1050,1050
323005,terruco,chamba,topico 1,cuervond,chamba-terruco,1050,1050
324494,terruco,chamba,topico 1,picoaga_jose,chamba-terruco,1050,1050
318159,chamba,terruco,topico 1,Marlon3h,chamba-terruco,1050,1050
318619,terruco,chamba,topico 1,katherine_klec,chamba-terruco,1050,1050
336139,chamba,terruco,topico 1,ojunior85,chamba-terruco,1050,1050
324493,chamba,terruco,topico 1,picoaga_jose,chamba-terruco,1050,1050
318160,terruco,chamba,topico 1,Marlon3h,chamba-terruco,1050,1050
324477,terruco,chamba,topico 1,Joseluisfel,chamba-terruco,1050,1050
327948,chamba,terruco,topico 1,Floreci61894014,chamba-terruco,1050,1050
327949,terruco,chamba,topico 1,Floreci61894014,chamba-terruco,1050,1050
324511,terruco,chamba,topico 1,OchoapDiana,chamba-terruco,1050,1050
336157,terruco,chamba,topico 1,quimicoliberal,chamba-terruco,1050,1050
323004,chamba,terruco,topico 1,cuervond,chamba-terruco,1050,1050
310788,chamba,terruco,topico 1,ElCapitanKarlos,chamba-terruco,1050,1050
310789,terruco,chamba,topico 1,ElCapitanKarlos,chamba-terruco,1050,1050
329509,chamba,terruco,topico 1,Christ_ValdezG,chamba-terruco,1050,1050
330904,chamba,terruco,topico 1,WendyAv49208199,chamba-terruco,1050,1050
340751,terruco,chamba,topico 1,EdsonMa98839416,chamba-terruco,1050,1050
334979,terruco,chamba,topico 1,Shivit21,chamba-terruco,1050,1050
322877,terruco,chamba,topico 1,Silvana7Rina,chamba-terruco,1050,1050
334978,chamba,terruco,topico 1,Shivit21,chamba-terruco,1050,1050
324575,chamba,terruco,topico 1,manuel18880097,chamba-terruco,1050,1050
324576,terruco,chamba,topico 1,manuel18880097,chamba-terruco,1050,1050
322876,chamba,terruco,topico 1,Silvana7Rina,chamba-terruco,1050,1050
236615,terruco,chamba,topico 1,FlordelosMilag6,chamba-terruco,1050,1050
236614,chamba,terruco,topico 1,FlordelosMilag6,chamba-terruco,1050,1050
324476,chamba,terruco,topico 1,Joseluisfel,chamba-terruco,1050,1050
323050,chamba,terruco,topico 1,solisb_angel,chamba-terruco,1050,1050
318437,terruco,chamba,topico 1,AAbcwes,chamba-terruco,1050,1050
323021,chamba,terruco,topico 1,Mercedesmechiss,chamba-terruco,1050,1050
335543,chamba,terruco,topico 1,yayoqui,chamba-terruco,1050,1050
328066,terruco,chamba,topico 1,kelvinlecque,chamba-terruco,1050,1050
324349,terruco,chamba,topico 1,OliverRebaza,chamba-terruco,1050,1050
318251,terruco,chamba,topico 1,beamendozaan71,chamba-terruco,1050,1050
318250,chamba,terruco,topico 1,beamendozaan71,chamba-terruco,1050,1050
330645,chamba,terruco,topico 1,cesaralva58,chamba-terruco,1050,1050
338960,terruco,chamba,topico 1,ygamonal6,chamba-terruco,1050,1050
335992,chamba,terruco,topico 1,Camac_Rejas,chamba-terruco,1050,1050
330646,terruco,chamba,topico 1,cesaralva58,chamba-terruco,1050,1050
335993,terruco,chamba,topico 1,Camac_Rejas,chamba-terruco,1050,1050
323022,terruco,chamba,topico 1,Mercedesmechiss,chamba-terruco,1050,1050
338746,terruco,chamba,topico 1,freep2018,chamba-terruco,1050,1050
324420,chamba,terruco,topico 1,Felix20611,chamba-terruco,1050,1050
324421,terruco,chamba,topico 1,Felix20611,chamba-terruco,1050,1050
335046,terruco,chamba,topico 1,SOYLALINDAXP,chamba-terruco,1050,1050
336009,chamba,terruco,topico 1,CHGBelpots,chamba-terruco,1050,1050
336010,terruco,chamba,topico 1,CHGBelpots,chamba-terruco,1050,1050
318212,terruco,chamba,topico 1,Julianoth_Mar,chamba-terruco,1050,1050
335859,terruco,chamba,topico 1,OsitoFacho,chamba-terruco,1050,1050
335045,chamba,terruco,topico 1,SOYLALINDAXP,chamba-terruco,1050,1050
318211,chamba,terruco,topico 1,Julianoth_Mar,chamba-terruco,1050,1050
330254,terruco,chamba,topico 1,FernandoGuineaN,chamba-terruco,1050,1050
328281,chamba,terruco,topico 1,roylaines,chamba-terruco,1050,1050
328282,terruco,chamba,topico 1,roylaines,chamba-terruco,1050,1050
330253,chamba,terruco,topico 1,FernandoGuineaN,chamba-terruco,1050,1050
324437,chamba,terruco,topico 1,AlbertZarateR,chamba-terruco,1050,1050
324438,terruco,chamba,topico 1,AlbertZarateR,chamba-terruco,1050,1050
318635,chamba,terruco,topico 1,pfedelira,chamba-terruco,1050,1050
329629,chamba,terruco,topico 1,22Echeandia,chamba-terruco,1050,1050
326389,chamba,terruco,topico 1,jrenzo10,chamba-terruco,1050,1050
324348,chamba,terruco,topico 1,OliverRebaza,chamba-terruco,1050,1050
335858,chamba,terruco,topico 1,OsitoFacho,chamba-terruco,1050,1050
323865,terruco,chamba,topico 1,aafm,chamba-terruco,1050,1050
330593,terruco,chamba,topico 1,vcabalg,chamba-terruco,1050,1050
330502,terruco,chamba,topico 1,Eljules32,chamba-terruco,1050,1050
323864,chamba,terruco,topico 1,aafm,chamba-terruco,1050,1050
329544,terruco,chamba,topico 1,ELSAPOSOSA,chamba-terruco,1050,1050
329543,chamba,terruco,topico 1,ELSAPOSOSA,chamba-terruco,1050,1050
318066,terruco,chamba,topico 1,Peruano_joseutp,chamba-terruco,1050,1050
335508,terruco,chamba,topico 1,jgarciauriarte,chamba-terruco,1050,1050
323508,terruco,chamba,topico 1,PiensoLibre5,chamba-terruco,1050,1050
335507,chamba,terruco,topico 1,jgarciauriarte,chamba-terruco,1050,1050
323826,terruco,chamba,topico 1,JuanJozzzz,chamba-terruco,1050,1050
323825,chamba,terruco,topico 1,JuanJozzzz,chamba-terruco,1050,1050
318453,chamba,terruco,topico 1,ArellanoJoseM,chamba-terruco,1050,1050
340768,terruco,chamba,topico 1,glheresi,chamba-terruco,1050,1050
318454,terruco,chamba,topico 1,ArellanoJoseM,chamba-terruco,1050,1050
330592,chamba,terruco,topico 1,vcabalg,chamba-terruco,1050,1050
335544,terruco,chamba,topico 1,yayoqui,chamba-terruco,1050,1050
323507,chamba,terruco,topico 1,PiensoLibre5,chamba-terruco,1050,1050
335202,terruco,chamba,topico 1,Fireperu14,chamba-terruco,1050,1050
338869,chamba,terruco,topico 1,wddonayre,chamba-terruco,1050,1050
335201,chamba,terruco,topico 1,Fireperu14,chamba-terruco,1050,1050
328102,terruco,chamba,topico 1,Mart1m,chamba-terruco,1050,1050
323945,terruco,chamba,topico 1,pachy0210,chamba-terruco,1050,1050
323944,chamba,terruco,topico 1,pachy0210,chamba-terruco,1050,1050
323490,chamba,terruco,topico 1,nelsontelly,chamba-terruco,1050,1050
323491,terruco,chamba,topico 1,nelsontelly,chamba-terruco,1050,1050
330611,chamba,terruco,topico 1,VCalleQ,chamba-terruco,1050,1050
318568,terruco,chamba,topico 1,roxinda,chamba-terruco,1050,1050
318567,chamba,terruco,topico 1,roxinda,chamba-terruco,1050,1050
318436,chamba,terruco,topico 1,AAbcwes,chamba-terruco,1050,1050
329630,terruco,chamba,topico 1,22Echeandia,chamba-terruco,1050,1050
323708,chamba,terruco,topico 1,xAmeliaLeonorx,chamba-terruco,1050,1050
340767,chamba,terruco,topico 1,glheresi,chamba-terruco,1050,1050
324112,terruco,chamba,topico 1,jaimehugo2301,chamba-terruco,1050,1050
328190,chamba,terruco,topico 1,MariePamela90,chamba-terruco,1050,1050
338870,terruco,chamba,topico 1,wddonayre,chamba-terruco,1050,1050
330612,terruco,chamba,topico 1,VCalleQ,chamba-terruco,1050,1050
298745,terruco,chamba,topico 1,rimancelis,chamba-terruco,1050,1050
335283,chamba,terruco,topico 1,manuelp1zarro,chamba-terruco,1050,1050
335415,terruco,chamba,topico 1,caleb_varas,chamba-terruco,1050,1050
335414,chamba,terruco,topico 1,caleb_varas,chamba-terruco,1050,1050
323634,terruco,chamba,topico 1,Irvsos,chamba-terruco,1050,1050
335284,terruco,chamba,topico 1,manuelp1zarro,chamba-terruco,1050,1050
338906,chamba,terruco,topico 1,miriamyanet3010,chamba-terruco,1050,1050
323633,chamba,terruco,topico 1,Irvsos,chamba-terruco,1050,1050
323569,terruco,chamba,topico 1,HugoVil68580950,chamba-terruco,1050,1050
328173,chamba,terruco,topico 1,gringoperu,chamba-terruco,1050,1050
328174,terruco,chamba,topico 1,gringoperu,chamba-terruco,1050,1050
330576,terruco,chamba,topico 1,ChurreNorteno,chamba-terruco,1050,1050
335379,terruco,chamba,topico 1,LuisGam65491813,chamba-terruco,1050,1050
335378,chamba,terruco,topico 1,LuisGam65491813,chamba-terruco,1050,1050
318491,terruco,chamba,topico 1,1459Aargu,chamba-terruco,1050,1050
323585,chamba,terruco,topico 1,Barazor3Antonio,chamba-terruco,1050,1050
298744,chamba,terruco,topico 1,rimancelis,chamba-terruco,1050,1050
338907,terruco,chamba,topico 1,miriamyanet3010,chamba-terruco,1050,1050
335247,chamba,terruco,topico 1,AdrianZapataFa,chamba-terruco,1050,1050
323568,chamba,terruco,topico 1,HugoVil68580950,chamba-terruco,1050,1050
328137,chamba,terruco,topico 1,PamelaC42335029,chamba-terruco,1050,1050
335248,terruco,chamba,topico 1,AdrianZapataFa,chamba-terruco,1050,1050
328138,terruco,chamba,topico 1,PamelaC42335029,chamba-terruco,1050,1050
335491,terruco,chamba,topico 1,ImeldaRomeroB2,chamba-terruco,1050,1050
323551,chamba,terruco,topico 1,Arcadio1309,chamba-terruco,1050,1050
335490,chamba,terruco,topico 1,ImeldaRomeroB2,chamba-terruco,1050,1050
323552,terruco,chamba,topico 1,Arcadio1309,chamba-terruco,1050,1050
318551,terruco,chamba,topico 1,miguelin600801,chamba-terruco,1050,1050
318289,chamba,terruco,topico 1,JulioBu95785118,chamba-terruco,1050,1050
318550,chamba,terruco,topico 1,miguelin600801,chamba-terruco,1050,1050
327359,terruco,chamba,topico 1,gino_reynoso,chamba-terruco,1050,1050
319478,chamba,terruco,topico 1,fitoflores,chamba-terruco,1050,1050
318473,chamba,terruco,topico 1,Paola53945473,chamba-terruco,1050,1050
330575,chamba,terruco,topico 1,ChurreNorteno,chamba-terruco,1050,1050
318474,terruco,chamba,topico 1,Paola53945473,chamba-terruco,1050,1050
318396,terruco,chamba,topico 1,Jessievel,chamba-terruco,1050,1050
318395,chamba,terruco,topico 1,Jessievel,chamba-terruco,1050,1050
335099,terruco,chamba,topico 1,BurgaEly,chamba-terruco,1050,1050
335802,chamba,terruco,topico 1,JOHN_PIPOL,chamba-terruco,1050,1050
330629,terruco,chamba,topico 1,gparodi2,chamba-terruco,1050,1050
323586,terruco,chamba,topico 1,Barazor3Antonio,chamba-terruco,1050,1050
324065,terruco,chamba,topico 1,Barazor3Antonio,chamba-terruco,1050,1050
330628,chamba,terruco,topico 1,gparodi2,chamba-terruco,1050,1050
329606,terruco,chamba,topico 1,cohe_sonia,chamba-terruco,1050,1050
335153,chamba,terruco,topico 1,_magaly_mega,chamba-terruco,1050,1050
324064,chamba,terruco,topico 1,Barazor3Antonio,chamba-terruco,1050,1050
329605,chamba,terruco,topico 1,cohe_sonia,chamba-terruco,1050,1050
335786,terruco,chamba,topico 1,neyra_t14,chamba-terruco,1050,1050
335785,chamba,terruco,topico 1,neyra_t14,chamba-terruco,1050,1050
