,Destino,Origen,topic,author,undirected_edge,frequency,weight
258277,marcos,san,topico 4,CarCruM72,marcos-san,635,635
273993,marcos,san,topico 1,rocadepapelTX,marcos-san,635,635
129447,marcos,san,topico 1,cancerbero2023,marcos-san,635,635
257923,marcos,san,topico 4,Roco33982127,marcos-san,635,635
258243,marcos,san,topico 4,malchera,marcos-san,635,635
258155,marcos,san,topico 4,Avabygg,marcos-san,635,635
258061,marcos,san,topico 4,mr_koysweb,marcos-san,635,635
126253,marcos,san,topico 1,Nhorminha1,marcos-san,635,635
258041,marcos,san,topico 4,Tupapi34458079,marcos-san,635,635
127798,marcos,san,topico 1,ERNESTO_CXIN,marcos-san,635,635
129299,marcos,san,topico 1,mskurapika,marcos-san,635,635
257992,marcos,san,topico 7,IJustJk_1,marcos-san,635,635
258581,marcos,san,topico 4,mamahild,marcos-san,635,635
346622,marcos,san,topico 1,Rhoytello7,marcos-san,635,635
320833,marcos,san,topico 1,cryptocamaleon,marcos-san,635,635
11155,marcos,san,topico 1,MIRSA1098,marcos-san,635,635
93371,marcos,san,topico 1,FlordelosMilag6,marcos-san,635,635
93227,marcos,san,topico 1,VictorZ38355790,marcos-san,635,635
346716,marcos,san,topico 1,halcon_insolito,marcos-san,635,635
316506,marcos,san,topico 1,DorisAzores,marcos-san,635,635
316480,marcos,san,topico 1,patino_maty,marcos-san,635,635
346546,marcos,san,topico 1,Erikeys2000,marcos-san,635,635
346360,marcos,san,topico 1,JesusZaconetta,marcos-san,635,635
316374,marcos,san,topico 1,PamelaC42335029,marcos-san,635,635
316318,marcos,san,topico 1,EricDanielC,marcos-san,635,635
316303,marcos,san,topico 1,MariaBendezu_23,marcos-san,635,635
346418,marcos,san,topico 1,rick36639028,marcos-san,635,635
346391,marcos,san,topico 1,Betty08052940,marcos-san,635,635
259959,marcos,san,topico 4,AdapFisg,marcos-san,635,635
346380,marcos,san,topico 1,jessinbe,marcos-san,635,635
346333,marcos,san,topico 1,CuculiB,marcos-san,635,635
257358,marcos,san,topico 4,Salvador_Geo,marcos-san,635,635
345966,marcos,san,topico 1,alexandraL2016,marcos-san,635,635
344991,marcos,san,topico 1,ALEXLEE86888067,marcos-san,635,635
344916,marcos,san,topico 1,fabian36784991,marcos-san,635,635
345626,marcos,san,topico 1,RenoC1530,marcos-san,635,635
345509,marcos,san,topico 1,OlgaBer7,marcos-san,635,635
345482,marcos,san,topico 1,glheresi,marcos-san,635,635
345376,marcos,san,topico 1,TENERIFEFELIZ,marcos-san,635,635
345181,marcos,san,topico 1,econoagro1,marcos-san,635,635
345112,marcos,san,topico 1,FellaLatam,marcos-san,635,635
320413,marcos,san,topico 1,WeaponizedElves,marcos-san,635,635
52048,marcos,san,topico 1,BetzabeCutipa,marcos-san,635,635
338812,marcos,san,topico 4,RaulTimanaMD,marcos-san,635,635
48434,marcos,san,topico 1,BetzabeCutipa,marcos-san,635,635
346893,marcos,san,topico 1,PiensoLibre5,marcos-san,635,635
48457,marcos,san,topico 1,BetzabeCutipa,marcos-san,635,635
349759,marcos,san,topico 1,MCVM_Vias_Econ1,marcos-san,635,635
52097,marcos,san,topico 1,BetzabeCutipa,marcos-san,635,635
52071,marcos,san,topico 1,BetzabeCutipa,marcos-san,635,635
79040,marcos,san,topico 1,rosa_irc,marcos-san,635,635
49428,marcos,san,topico 1,BetzabeCutipa,marcos-san,635,635
264776,marcos,san,topico 1,JoagArana,marcos-san,635,635
316574,marcos,san,topico 1,VozLiberal,marcos-san,635,635
63876,marcos,san,topico 1,ElMey19084908,marcos-san,635,635
49413,marcos,san,topico 1,BetzabeCutipa,marcos-san,635,635
49395,marcos,san,topico 1,BetzabeCutipa,marcos-san,635,635
49380,marcos,san,topico 7,BetzabeCutipa,marcos-san,635,635
49361,marcos,san,topico 1,BetzabeCutipa,marcos-san,635,635
62550,marcos,san,topico 1,kiritalo1,marcos-san,635,635
48481,marcos,san,topico 1,BetzabeCutipa,marcos-san,635,635
320326,marcos,san,topico 1,AdinoETM,marcos-san,635,635
48553,marcos,san,topico 1,BetzabeCutipa,marcos-san,635,635
52011,marcos,san,topico 1,BetzabeCutipa,marcos-san,635,635
338665,marcos,san,topico 1,Dorothy94K,marcos-san,635,635
64584,marcos,san,topico 1,MarinaVegaC1,marcos-san,635,635
64901,marcos,san,topico 1,ManuCamacho,marcos-san,635,635
347287,marcos,san,topico 1,caritconde,marcos-san,635,635
347144,marcos,san,topico 1,chars_rte,marcos-san,635,635
346986,marcos,san,topico 1,fcodeasis80,marcos-san,635,635
317122,marcos,san,topico 1,marcogamero6,marcos-san,635,635
320447,marcos,san,topico 1,SaasaJose,marcos-san,635,635
79232,marcos,san,topico 1,ElMonoEstresado,marcos-san,635,635
86611,marcos,san,topico 7,CARLOS_LOJA,marcos-san,635,635
87665,marcos,san,topico 7,Leslienallely6,marcos-san,635,635
87376,marcos,san,topico 7,Bangtanyourlove,marcos-san,635,635
85978,marcos,san,topico 7,TafurJimene,marcos-san,635,635
86044,marcos,san,topico 7,HuarazN,marcos-san,635,635
86112,marcos,san,topico 7,WolfBlue2016,marcos-san,635,635
86306,marcos,san,topico 7,Rev36844655,marcos-san,635,635
86406,marcos,san,topico 7,fcozub,marcos-san,635,635
86776,marcos,san,topico 7,GisellaVes,marcos-san,635,635
87767,marcos,san,topico 7,RosiGomero,marcos-san,635,635
86822,marcos,san,topico 7,CorinaMkn,marcos-san,635,635
86848,marcos,san,topico 7,yonitaaaa_,marcos-san,635,635
87239,marcos,san,topico 7,gabrielbar6,marcos-san,635,635
87331,marcos,san,topico 7,rossy_santi,marcos-san,635,635
85880,marcos,san,topico 7,Ranulin,marcos-san,635,635
135447,marcos,san,topico 1,Mabetalk,marcos-san,635,635
87472,marcos,san,topico 7,girldirtyshirt_,marcos-san,635,635
338002,marcos,san,topico 1,amigobueno10,marcos-san,635,635
87816,marcos,san,topico 7,JonasSnchez9,marcos-san,635,635
320557,marcos,san,topico 1,parvulo,marcos-san,635,635
85952,marcos,san,topico 7,EmilianoMontae4,marcos-san,635,635
320699,marcos,san,topico 1,WeaponizedElves,marcos-san,635,635
88429,marcos,san,topico 7,CazaLolis3173,marcos-san,635,635
339470,marcos,san,topico 4,DheysRioz,marcos-san,635,635
88531,marcos,san,topico 1,iL0VESC0RP14,marcos-san,635,635
88877,marcos,san,topico 1,JohnPretel,marcos-san,635,635
263583,marcos,san,topico 1,Javierfredo1,marcos-san,635,635
93092,marcos,san,topico 1,guillermohakim,marcos-san,635,635
70145,marcos,san,topico 1,callaooutofcon1,marcos-san,635,635
78526,marcos,san,topico 1,Val_marrr,marcos-san,635,635
68422,marcos,san,topico 1,ALEX_JYYY,marcos-san,635,635
79676,marcos,san,topico 1,masaavedraic,marcos-san,635,635
75438,marcos,san,topico 1,jesusyh98,marcos-san,635,635
76925,marcos,san,topico 1,piqueroperu,marcos-san,635,635
77234,marcos,san,topico 1,galayod,marcos-san,635,635
316283,marcos,san,topico 1,EditoresFs,marcos-san,635,635
78387,marcos,san,topico 1,zanabriamusic,marcos-san,635,635
79101,marcos,san,topico 1,El_Vengador_23,marcos-san,635,635
87402,marcos,san,topico 7,Paola310,marcos-san,635,635
79412,marcos,san,topico 1,a_napuri,marcos-san,635,635
266421,marcos,san,topico 1,Cl63600281,marcos-san,635,635
79623,marcos,san,topico 1,beatrizodlc,marcos-san,635,635
79698,marcos,san,topico 1,MarianoOrosco,marcos-san,635,635
85680,marcos,san,topico 7,alisvi21,marcos-san,635,635
316228,marcos,san,topico 1,ElmerJoseCasoR1,marcos-san,635,635
48172,marcos,san,topico 1,BetzabeCutipa,marcos-san,635,635
265624,marcos,san,topico 1,Gio289289,marcos-san,635,635
265820,marcos,san,topico 1,SssperD,marcos-san,635,635
256652,marcos,san,topico 4,harlangar,marcos-san,635,635
256623,marcos,san,topico 4,MorganeNeil,marcos-san,635,635
83259,marcos,san,topico 1,mnssageman,marcos-san,635,635
84268,marcos,san,topico 7,SensaciondIBloq,marcos-san,635,635
84416,marcos,san,topico 7,ja33351360,marcos-san,635,635
85350,marcos,san,topico 7,AhE64328808,marcos-san,635,635
315944,marcos,san,topico 1,Cvaldiviezo1994,marcos-san,635,635
259765,marcos,san,topico 4,calipinedo,marcos-san,635,635
135986,marcos,san,topico 1,tartadefresuki,marcos-san,635,635
47988,marcos,san,topico 1,BetzabeCutipa,marcos-san,635,635
137834,marcos,san,topico 1,CesarCzar2112,marcos-san,635,635
256309,marcos,san,topico 4,wilwrightfalla,marcos-san,635,635
136861,marcos,san,topico 1,ArturoCerMa,marcos-san,635,635
137571,marcos,san,topico 1,GISSELITA161,marcos-san,635,635
256150,marcos,san,topico 4,Lucero35613000,marcos-san,635,635
137755,marcos,san,topico 1,MarinaVegaC1,marcos-san,635,635
276813,marcos,san,topico 1,rick36639028,marcos-san,635,635
255918,marcos,san,topico 4,VictorF47272662,marcos-san,635,635
138894,marcos,san,topico 1,atalaya_reyes,marcos-san,635,635
138913,marcos,san,topico 1,GraphicsSel,marcos-san,635,635
315669,marcos,san,topico 1,mujerpatriota7,marcos-san,635,635
163311,marcos,san,topico 1,DionelMarC,marcos-san,635,635
257011,marcos,san,topico 4,sdamazom,marcos-san,635,635
256991,marcos,san,topico 4,procrast1nac10n,marcos-san,635,635
137191,marcos,san,topico 1,katinyourarea,marcos-san,635,635
340471,marcos,san,topico 1,glheresi,marcos-san,635,635
138979,marcos,san,topico 1,paisencaos,marcos-san,635,635
256672,marcos,san,topico 4,Juan6612765489,marcos-san,635,635
257120,marcos,san,topico 1,atellovelazco,marcos-san,635,635
256971,marcos,san,topico 4,JuanCaRomero13,marcos-san,635,635
256002,marcos,san,topico 4,Amanda622463163,marcos-san,635,635
345661,marcos,san,topico 1,ecafalen,marcos-san,635,635
256890,marcos,san,topico 4,Mrkx29,marcos-san,635,635
138654,marcos,san,topico 1,lilium_fl,marcos-san,635,635
315626,marcos,san,topico 1,Orlandovb2000,marcos-san,635,635
138766,marcos,san,topico 1,peruanalienada,marcos-san,635,635
256289,marcos,san,topico 4,AgustinQueved19,marcos-san,635,635
256250,marcos,san,topico 4,Carlos36333095,marcos-san,635,635
134085,marcos,san,topico 1,dilerkgb,marcos-san,635,635
256433,marcos,san,topico 4,nya_puchiko,marcos-san,635,635
137167,marcos,san,topico 1,alpaqquitay,marcos-san,635,635
138630,marcos,san,topico 1,nonsenseisx,marcos-san,635,635
256126,marcos,san,topico 1,jorgemuve13,marcos-san,635,635
256230,marcos,san,topico 4,RaulRojasLuyo1,marcos-san,635,635
256510,marcos,san,topico 4,ChileLibre80,marcos-san,635,635
256170,marcos,san,topico 4,LuisL48356855,marcos-san,635,635
279491,marcos,san,topico 1,Hartmut_Angulo,marcos-san,635,635
254718,marcos,san,topico 4,fferrarism,marcos-san,635,635
255800,marcos,san,topico 4,GladysFloresOre,marcos-san,635,635
256575,marcos,san,topico 4,VELMASAC,marcos-san,635,635
255178,marcos,san,topico 4,Constantino591,marcos-san,635,635
280642,marcos,san,topico 1,Uncafecommie,marcos-san,635,635
255144,marcos,san,topico 4,oliver19070,marcos-san,635,635
245001,marcos,san,topico 1,camila_driana,marcos-san,635,635
256853,marcos,san,topico 4,Miguel54123418,marcos-san,635,635
135706,marcos,san,topico 1,lageadofirelord,marcos-san,635,635
255045,marcos,san,topico 1,drcesardip,marcos-san,635,635
255308,marcos,san,topico 4,Valkiri08467701,marcos-san,635,635
136032,marcos,san,topico 1,infobaeperu,marcos-san,635,635
138160,marcos,san,topico 1,burbujaDI,marcos-san,635,635
135860,marcos,san,topico 1,infobaeperu,marcos-san,635,635
254686,marcos,san,topico 4,karlos,marcos-san,635,635
256951,marcos,san,topico 4,trilogia2020,marcos-san,635,635
139169,marcos,san,topico 1,__rhlmhdp,marcos-san,635,635
256829,marcos,san,topico 4,NASPeruano,marcos-san,635,635
255373,marcos,san,topico 4,sebasthian,marcos-san,635,635
139151,marcos,san,topico 1,MariateguiXXI,marcos-san,635,635
255569,marcos,san,topico 4,1506_Juani,marcos-san,635,635
165898,aldo,desidia,topico 1,ConductorDas,aldo-desidia,622,622
170280,mariategu,aldo,topico 1,CHARAPOVAALVAR2,aldo-mariategu,622,622
170279,aldo,desidia,topico 1,CHARAPOVAALVAR2,aldo-desidia,622,622
177753,aldo,desidia,topico 1,Mila43553701,aldo-desidia,622,622
177754,mariategu,aldo,topico 1,Mila43553701,aldo-mariategu,622,622
177730,aldo,desidia,topico 1,victorhponce,aldo-desidia,622,622
177777,mariategu,aldo,topico 1,menterecta,aldo-mariategu,622,622
177776,aldo,desidia,topico 1,menterecta,aldo-desidia,622,622
163974,aldo,desidia,topico 1,Fabiola24811583,aldo-desidia,622,622
170102,mariategu,aldo,topico 1,elgarresta,aldo-mariategu,622,622
168286,aldo,desidia,topico 1,Mario281201,aldo-desidia,622,622
145507,aldo,desidia,topico 1,Nmary429,aldo-desidia,622,622
163256,mariategu,aldo,topico 1,MatildeHch,aldo-mariategu,622,622
166079,aldo,desidia,topico 1,carlos313110,aldo-desidia,622,622
168287,mariategu,aldo,topico 1,Mario281201,aldo-mariategu,622,622
170256,aldo,desidia,topico 1,Jan_Sandoval11,aldo-desidia,622,622
165876,mariategu,aldo,topico 1,JORGE1410,aldo-mariategu,622,622
160875,aldo,desidia,topico 1,josemartin1108,aldo-desidia,622,622
175445,aldo,desidia,topico 1,ymvk1946,aldo-desidia,622,622
163975,mariategu,aldo,topico 1,Fabiola24811583,aldo-mariategu,622,622
145440,mariategu,aldo,topico 1,AbelOruna,aldo-mariategu,622,622
177731,mariategu,aldo,topico 1,victorhponce,aldo-mariategu,622,622
167514,mariategu,aldo,topico 1,morenobancesc,aldo-mariategu,622,622
177707,aldo,desidia,topico 1,joselui11397594,aldo-desidia,622,622
145439,aldo,desidia,topico 1,AbelOruna,aldo-desidia,622,622
177708,mariategu,aldo,topico 1,joselui11397594,aldo-mariategu,622,622
168221,aldo,desidia,topico 1,elygarc65039692,aldo-desidia,622,622
145665,mariategu,aldo,topico 1,3001rafa,aldo-mariategu,622,622
168222,mariategu,aldo,topico 1,elygarc65039692,aldo-mariategu,622,622
167448,aldo,desidia,topico 1,VictorHMendozaP,aldo-desidia,622,622
165934,mariategu,aldo,topico 1,ojodeisis,aldo-mariategu,622,622
170310,mariategu,aldo,topico 1,JOSEOLI51270665,aldo-mariategu,622,622
170309,aldo,desidia,topico 1,JOSEOLI51270665,aldo-desidia,622,622
174803,mariategu,aldo,topico 1,GanozaAdriana,aldo-mariategu,622,622
174599,mariategu,aldo,topico 1,pepecajo19,aldo-mariategu,622,622
167449,mariategu,aldo,topico 1,VictorHMendozaP,aldo-mariategu,622,622
160686,mariategu,aldo,topico 1,MarielenaRios5,aldo-mariategu,622,622
145508,mariategu,aldo,topico 1,Nmary429,aldo-mariategu,622,622
177981,aldo,desidia,topico 1,Mart1m,aldo-desidia,622,622
166080,mariategu,aldo,topico 1,carlos313110,aldo-mariategu,622,622
167513,aldo,desidia,topico 1,morenobancesc,aldo-desidia,622,622
160771,aldo,desidia,topico 1,Peruanos21,aldo-desidia,622,622
165990,mariategu,aldo,topico 1,lace715,aldo-mariategu,622,622
170257,mariategu,aldo,topico 1,Jan_Sandoval11,aldo-mariategu,622,622
160772,mariategu,aldo,topico 1,Peruanos21,aldo-mariategu,622,622
174598,aldo,desidia,topico 1,pepecajo19,aldo-desidia,622,622
170190,mariategu,aldo,topico 1,JesseJames246,aldo-mariategu,622,622
145603,mariategu,aldo,topico 1,BecerraLeonidas,aldo-mariategu,622,622
177889,aldo,desidia,topico 1,patriciareategu,aldo-desidia,622,622
172137,mariategu,aldo,topico 1,Ana13081823,aldo-mariategu,622,622
166013,mariategu,aldo,topico 1,110456Jrc,aldo-mariategu,622,622
177890,mariategu,aldo,topico 1,patriciareategu,aldo-mariategu,622,622
170189,aldo,desidia,topico 1,JesseJames246,aldo-desidia,622,622
177982,mariategu,aldo,topico 1,Mart1m,aldo-mariategu,622,622
179075,mariategu,aldo,topico 1,Patty_Barrantes,aldo-mariategu,622,622
145485,mariategu,aldo,topico 1,EJFCerna,aldo-mariategu,622,622
145484,aldo,desidia,topico 1,EJFCerna,aldo-desidia,622,622
177912,aldo,desidia,topico 1,LMCone,aldo-desidia,622,622
177913,mariategu,aldo,topico 1,LMCone,aldo-mariategu,622,622
170167,mariategu,aldo,topico 1,JorgeBartra2,aldo-mariategu,622,622
170166,aldo,desidia,topico 1,JorgeBartra2,aldo-desidia,622,622
177935,aldo,desidia,topico 1,NoyaFabiola,aldo-desidia,622,622
177936,mariategu,aldo,topico 1,NoyaFabiola,aldo-mariategu,622,622
166012,aldo,desidia,topico 1,110456Jrc,aldo-desidia,622,622
172136,aldo,desidia,topico 1,Ana13081823,aldo-desidia,622,622
177958,aldo,desidia,topico 1,RaulPitinPinedo,aldo-desidia,622,622
177959,mariategu,aldo,topico 1,RaulPitinPinedo,aldo-mariategu,622,622
145642,mariategu,aldo,topico 1,jose_sandovalp,aldo-mariategu,622,622
145641,aldo,desidia,topico 1,jose_sandovalp,aldo-desidia,622,622
166035,aldo,desidia,topico 1,Ccarhua2,aldo-desidia,622,622
166036,mariategu,aldo,topico 1,Ccarhua2,aldo-mariategu,622,622
145580,mariategu,aldo,topico 1,guerra_mau,aldo-mariategu,622,622
177843,aldo,desidia,topico 1,merlingbm,aldo-desidia,622,622
145602,aldo,desidia,topico 1,BecerraLeonidas,aldo-desidia,622,622
165933,aldo,desidia,topico 1,ojodeisis,aldo-desidia,622,622
177128,aldo,desidia,topico 1,Luisant29355777,aldo-desidia,622,622
165899,mariategu,aldo,topico 1,ConductorDas,aldo-mariategu,622,622
177866,aldo,desidia,topico 1,DorisBaracco,aldo-desidia,622,622
170234,mariategu,aldo,topico 1,loyocm,aldo-mariategu,622,622
170233,aldo,desidia,topico 1,loyocm,aldo-desidia,622,622
145556,aldo,desidia,topico 1,RudyFlorezC,aldo-desidia,622,622
145557,mariategu,aldo,topico 1,RudyFlorezC,aldo-mariategu,622,622
178028,aldo,desidia,topico 1,yudypizarro91,aldo-desidia,622,622
177312,aldo,desidia,topico 1,marcosespmon,aldo-desidia,622,622
145579,aldo,desidia,topico 1,guerra_mau,aldo-desidia,622,622
177867,mariategu,aldo,topico 1,DorisBaracco,aldo-mariategu,622,622
177821,mariategu,aldo,topico 1,jvenero3,aldo-mariategu,622,622
177660,aldo,desidia,topico 1,FitoarroyoL,aldo-desidia,622,622
168356,aldo,desidia,topico 1,rocioleonrod,aldo-desidia,622,622
174802,aldo,desidia,topico 1,GanozaAdriana,aldo-desidia,622,622
172273,mariategu,aldo,topico 1,rivego0914,aldo-mariategu,622,622
168309,aldo,desidia,topico 1,rma76,aldo-desidia,622,622
177844,mariategu,aldo,topico 1,merlingbm,aldo-mariategu,622,622
145664,aldo,desidia,topico 1,3001rafa,aldo-desidia,622,622
178029,mariategu,aldo,topico 1,yudypizarro91,aldo-mariategu,622,622
160685,aldo,desidia,topico 1,MarielenaRios5,aldo-desidia,622,622
165989,aldo,desidia,topico 1,lace715,aldo-desidia,622,622
177289,aldo,desidia,topico 1,SalvadorHeresi,aldo-desidia,622,622
161914,aldo,desidia,topico 1,grimyardela,aldo-desidia,622,622
170593,mariategu,aldo,topico 1,juanHer64672358,aldo-mariategu,622,622
165766,aldo,desidia,topico 1,EternoViajero_,aldo-desidia,622,622
163465,mariategu,aldo,topico 1,dsalas17,aldo-mariategu,622,622
163464,aldo,desidia,topico 1,dsalas17,aldo-desidia,622,622
165767,mariategu,aldo,topico 1,EternoViajero_,aldo-mariategu,622,622
164547,aldo,desidia,topico 1,luisorlandosi10,aldo-desidia,622,622
177290,mariategu,aldo,topico 1,SalvadorHeresi,aldo-mariategu,622,622
168310,mariategu,aldo,topico 1,rma76,aldo-mariategu,622,622
162417,aldo,desidia,topico 1,DianaRe84303403,aldo-desidia,622,622
170525,mariategu,aldo,topico 1,johnreategu1,aldo-mariategu,622,622
145156,aldo,desidia,topico 1,luislozalald54,aldo-desidia,622,622
145157,mariategu,aldo,topico 1,luislozalald54,aldo-mariategu,622,622
170524,aldo,desidia,topico 1,johnreategu1,aldo-desidia,622,622
170354,mariategu,aldo,topico 1,SaintDirt2,aldo-mariategu,622,622
177661,mariategu,aldo,topico 1,FitoarroyoL,aldo-mariategu,622,622
177313,mariategu,aldo,topico 1,marcosespmon,aldo-mariategu,622,622
160991,mariategu,aldo,topico 1,GinaBarcena,aldo-mariategu,622,622
170679,mariategu,aldo,topico 1,PatricioMuozNa6,aldo-mariategu,622,622
177382,aldo,desidia,topico 1,IvanHuapaya1,aldo-desidia,622,622
167723,aldo,desidia,topico 1,JavierFerradasZ,aldo-desidia,622,622
167316,aldo,desidia,topico 1,UnicornioEspac6,aldo-desidia,622,622
145179,aldo,desidia,topico 1,AlfredoHinostro,aldo-desidia,622,622
167317,mariategu,aldo,topico 1,UnicornioEspac6,aldo-mariategu,622,622
162418,mariategu,aldo,topico 1,DianaRe84303403,aldo-mariategu,622,622
145180,mariategu,aldo,topico 1,AlfredoHinostro,aldo-mariategu,622,622
170501,aldo,desidia,topico 1,jorgesomontes61,aldo-desidia,622,622
177383,mariategu,aldo,topico 1,IvanHuapaya1,aldo-mariategu,622,622
170678,aldo,desidia,topico 1,PatricioMuozNa6,aldo-desidia,622,622
165744,mariategu,aldo,topico 1,carlosrelyou,aldo-mariategu,622,622
145134,mariategu,aldo,topico 1,Escorpi78626688,aldo-mariategu,622,622
145133,aldo,desidia,topico 1,Escorpi78626688,aldo-desidia,622,622
145084,mariategu,aldo,topico 1,nora_mc1,aldo-mariategu,622,622
170502,mariategu,aldo,topico 1,jorgesomontes61,aldo-mariategu,622,622
177221,mariategu,aldo,topico 1,CampanitaCarra,aldo-mariategu,622,622
177820,aldo,desidia,topico 1,jvenero3,aldo-desidia,622,622
177336,mariategu,aldo,topico 1,RicTejerina,aldo-mariategu,622,622
167724,mariategu,aldo,topico 1,JavierFerradasZ,aldo-mariategu,622,622
177335,aldo,desidia,topico 1,RicTejerina,aldo-desidia,622,622
144968,mariategu,aldo,topico 1,valjo22,aldo-mariategu,622,622
177129,mariategu,aldo,topico 1,Luisant29355777,aldo-mariategu,622,622
177151,aldo,desidia,topico 1,GianniOscarMen1,aldo-desidia,622,622
177152,mariategu,aldo,topico 1,GianniOscarMen1,aldo-mariategu,622,622
177174,aldo,desidia,topico 1,CentenoRenata,aldo-desidia,622,622
177175,mariategu,aldo,topico 1,CentenoRenata,aldo-mariategu,622,622
145083,aldo,desidia,topico 1,nora_mc1,aldo-desidia,622,622
177197,aldo,desidia,topico 1,ugluis,aldo-desidia,622,622
177267,mariategu,aldo,topico 1,MaggybMaggy,aldo-mariategu,622,622
177198,mariategu,aldo,topico 1,ugluis,aldo-mariategu,622,622
161915,mariategu,aldo,topico 1,grimyardela,aldo-mariategu,622,622
174892,aldo,desidia,topico 1,Frances60993190,aldo-desidia,622,622
177220,aldo,desidia,topico 1,CampanitaCarra,aldo-desidia,622,622
163888,mariategu,aldo,topico 1,Juan26421547,aldo-mariategu,622,622
177106,mariategu,aldo,topico 1,RoxanaLB1112,aldo-mariategu,622,622
177105,aldo,desidia,topico 1,RoxanaLB1112,aldo-desidia,622,622
145106,aldo,desidia,topico 1,EdmerRodriguez3,aldo-desidia,622,622
178783,mariategu,aldo,topico 1,35passenger15,aldo-mariategu,622,622
162659,mariategu,aldo,topico 1,AliciaTatcher,aldo-mariategu,622,622
166506,aldo,desidia,topico 1,karim_benest,aldo-desidia,622,622
177266,aldo,desidia,topico 1,MaggybMaggy,aldo-desidia,622,622
166563,mariategu,aldo,topico 1,ysaeli89,aldo-mariategu,622,622
166562,aldo,desidia,topico 1,ysaeli89,aldo-desidia,622,622
160990,aldo,desidia,topico 1,GinaBarcena,aldo-desidia,622,622
177638,mariategu,aldo,topico 1,InfoNeuroactiva,aldo-mariategu,622,622
166442,mariategu,aldo,topico 1,delro3000,aldo-mariategu,622,622
145272,mariategu,aldo,topico 1,martierraluna2,aldo-mariategu,622,622
174826,mariategu,aldo,topico 1,fmanrique0960,aldo-mariategu,622,622
173055,aldo,desidia,topico 1,pepe_lmc,aldo-desidia,622,622
174825,aldo,desidia,topico 1,fmanrique0960,aldo-desidia,622,622
140447,mariategu,aldo,topico 1,marcoarriola13,aldo-mariategu,622,622
140446,aldo,desidia,topico 1,marcoarriola13,aldo-desidia,622,622
172114,mariategu,aldo,topico 1,CaychoAugusto,aldo-mariategu,622,622
145271,aldo,desidia,topico 1,martierraluna2,aldo-desidia,622,622
169563,aldo,desidia,topico 1,stdlibertad,aldo-desidia,622,622
170376,aldo,desidia,topico 1,Cheyon1234,aldo-desidia,622,622
165743,aldo,desidia,topico 1,carlosrelyou,aldo-desidia,622,622
177243,aldo,desidia,topico 1,PedalMetal,aldo-desidia,622,622
170592,aldo,desidia,topico 1,juanHer64672358,aldo-desidia,622,622
166484,mariategu,aldo,topico 1,luismanassevitz,aldo-mariategu,622,622
162767,aldo,desidia,topico 1,BailesCelia,aldo-desidia,622,622
166441,aldo,desidia,topico 1,delro3000,aldo-desidia,622,622
178051,aldo,desidia,topico 1,colmen1955,aldo-desidia,622,622
170353,aldo,desidia,topico 1,SaintDirt2,aldo-desidia,622,622
165789,aldo,desidia,topico 1,mapa803,aldo-desidia,622,622
163255,aldo,desidia,topico 1,MatildeHch,aldo-desidia,622,622
177637,aldo,desidia,topico 1,InfoNeuroactiva,aldo-desidia,622,622
145368,aldo,desidia,topico 1,Shivit21,aldo-desidia,622,622
165790,mariategu,aldo,topico 1,mapa803,aldo-mariategu,622,622
163442,mariategu,aldo,topico 1,sofiadesanjose6,aldo-mariategu,622,622
163441,aldo,desidia,topico 1,sofiadesanjose6,aldo-desidia,622,622
145369,mariategu,aldo,topico 1,Shivit21,aldo-mariategu,622,622
165261,aldo,desidia,topico 1,JHONCHARLESZS,aldo-desidia,622,622
177591,mariategu,aldo,topico 1,HemilioValdizan,aldo-mariategu,622,622
177590,aldo,desidia,topico 1,HemilioValdizan,aldo-desidia,622,622
166530,mariategu,aldo,topico 1,Sacacamote,aldo-mariategu,622,622
167396,aldo,desidia,topico 1,gouden20,aldo-desidia,622,622
162768,mariategu,aldo,topico 1,BailesCelia,aldo-mariategu,622,622
177432,mariategu,aldo,topico 1,NazliQuispe,aldo-mariategu,622,622
177408,aldo,desidia,topico 1,WalterF59274559,aldo-desidia,622,622
177409,mariategu,aldo,topico 1,WalterF59274559,aldo-mariategu,622,622
145202,aldo,desidia,topico 1,alfredosuasnab1,aldo-desidia,622,622
165262,mariategu,aldo,topico 1,JHONCHARLESZS,aldo-mariategu,622,622
145203,mariategu,aldo,topico 1,alfredosuasnab1,aldo-mariategu,622,622
163932,mariategu,aldo,topico 1,Opinopatiaa,aldo-mariategu,622,622
167373,aldo,desidia,topico 1,alonsocastroq,aldo-desidia,622,622
167374,mariategu,aldo,topico 1,alonsocastroq,aldo-mariategu,622,622
145248,aldo,desidia,topico 1,fannyve11544673,aldo-desidia,622,622
170429,mariategu,aldo,topico 1,manuelp1zarro,aldo-mariategu,622,622
170428,aldo,desidia,topico 1,manuelp1zarro,aldo-desidia,622,622
145225,aldo,desidia,topico 1,JuliMontVi,aldo-desidia,622,622
177457,aldo,desidia,topico 1,Carlos34309436,aldo-desidia,622,622
163931,aldo,desidia,topico 1,Opinopatiaa,aldo-desidia,622,622
177431,aldo,desidia,topico 1,NazliQuispe,aldo-desidia,622,622
160876,mariategu,aldo,topico 1,josemartin1108,aldo-mariategu,622,622
166529,aldo,desidia,topico 1,Sacacamote,aldo-desidia,622,622
145226,mariategu,aldo,topico 1,JuliMontVi,aldo-mariategu,622,622
177458,mariategu,aldo,topico 1,Carlos34309436,aldo-mariategu,622,622
